year,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,duration_ms,popularity,genre
1921,0.425660938,0.236783594,0.425494531,100.3977578,-17.0954375,1,7,0.895823438,0.32233011,0.215814063,0.077257813,229911.9141,0.3515625,Comedy/Spoken
1922,0.48,0.23702625,0.534055556,101.37613890000002,-19.17995833,1,10,0.9392361109999999,0.44046994100000003,0.238647222,0.11541944400000001,167904.5417,0.13888888900000002,Easy Listening
1923,0.568461538,0.246936095,0.624787574,112.45659760000001,-14.37388166,1,0,0.9763289409999999,0.40193248200000004,0.236655621,0.098618935,178356.3018,5.727810651,Easy Listening
1924,0.548654008,0.347032911,0.66857384,120.65335859999999,-14.2023038,1,10,0.9355745440000001,0.583954695,0.23787468399999998,0.090209705,188461.6498,0.6033755270000001,Easy Listening
1925,0.571889734,0.264372624,0.616430418,115.6717148,-14.51670722,1,5,0.965422053,0.40889340799999996,0.24309353600000003,0.11545741400000001,184130.6996,2.707224335,Easy Listening
1926,0.558295195,0.23919493100000003,0.495961453,108.49657320000001,-16.41062128,1,5,0.7409195940000001,0.46850527399999997,0.234052517,0.306672426,170391.5011,1.613272311,Easy Listening
1927,0.649959732,0.256158725,0.66065906,114.61146480000001,-14.72681208,1,7,0.934606323,0.40227578399999997,0.167778523,0.116197483,185163.1997,0.832214765,Easy Listening
1928,0.529695689,0.207142747,0.49295359299999997,106.195246,-17.31619273,1,1,0.946188006,0.516979011,0.177988335,0.13531327099999998,217498.3119,1.536770921,Blues
1929,0.647005087,0.24051342,0.6382076839999999,111.35398810000001,-16.60708874,1,7,0.591110509,0.21946126,0.235988312,0.485278355,169983.4253,0.327922078,Easy Listening
1930,0.510382249,0.327300193,0.618458159,110.21435559999999,-12.685934399999999,1,2,0.943474167,0.36337664,0.217320397,0.07970237,195908.5595,0.871554576,Easy Listening
1931,0.5560935229999999,0.25843397,0.571312954,108.0102812,-15.90358136,1,0,0.875893523,0.3320111,0.239117852,0.233181517,179379.5735,0.21169036300000002,Easy Listening
1932,0.560050939,0.305478497,0.5936018789999999,116.22583300000001,-13.28890605,1,7,0.940087683,0.22641791600000002,0.236319833,0.141776409,193462.6848,1.542797495,Easy Listening
1933,0.603766399,0.287360611,0.635153376,115.0536817,-12.76876527,1,5,0.90501086,0.130555862,0.210155466,0.096170579,192454.0386,7.069131832999999,Easy Listening
1934,0.529833935,0.259990614,0.564255054,115.98828700000001,-14.86393863,1,0,0.89285375,0.273865077,0.216328159,0.10440938599999999,187911.9964,1.046931408,Easy Listening
1935,0.553363892,0.244698444,0.541963636,110.6644155,-15.49448015,1,7,0.781330269,0.22647890699999998,0.228123175,0.35480512200000003,222171.395,1.3629961590000002,Blues
1936,0.532999905,0.306197884,0.551709013,109.98164140000002,-13.79590512,1,10,0.795903499,0.301756586,0.225570209,0.21486518,248519.7163,5.010436433,Comedy/Spoken
1937,0.556888087,0.286996191,0.594564933,114.5911695,-13.42102013,1,7,0.899630872,0.33573397899999996,0.21799094,0.08646677900000001,205470.5755,3.55033557,Vocal
1938,0.486981771,0.283627083,0.521627795,112.1711233,-14.30434896,1,0,0.9161265270000001,0.364127209,0.234537847,0.09839027800000001,244455.0191,2.03125,Comedy/Spoken
1939,0.513091892,0.295648348,0.562476577,113.99699,-13.81899299,1,0,0.882833908,0.266189946,0.23470110100000002,0.127324525,215190.8509,4.22022022,Vocal
1940,0.52163935,0.309803345,0.61590747,108.3076335,-13.728306,1,7,0.84711055,0.315485537,0.2643472,0.24409250000000002,182824.4695,0.8270000000000001,Easy Listening
1941,0.480442133,0.261471915,0.480071325,107.39508700000002,-15.90931988,1,7,0.8995705490000001,0.448217661,0.200939648,0.09385559,202571.4762,1.240165631,Vocal
1942,0.465813948,0.257303499,0.473810612,106.1970297,-15.03001092,1,7,0.851035543,0.390266735,0.21330151600000002,0.08263493,221935.6568,0.9539114609999999,Blues
1943,0.46749700299999997,0.275160773,0.517023975,106.3444227,-13.59756151,1,5,0.9157940059999999,0.39579503899999996,0.23569274399999998,0.113055205,216915.6751,1.184542587,Blues
1944,0.507083485,0.260940793,0.548159168,107.2329311,-14.48940442,1,10,0.893705469,0.439483379,0.235994278,0.171819506,247493.1795,2.678803641,Comedy/Spoken
1945,0.52003165,0.227028101,0.49426055,108.120676,-17.0140425,1,0,0.701386808,0.270448321,0.20299625,0.31295845,194490.685,1.7565,Easy Listening
1946,0.403514504,0.20425213600000003,0.373622821,102.5905309,-17.71348436,1,7,0.9242169259999999,0.49537518,0.20783932100000002,0.088025017,262658.9128,1.645375915,Jazz
1947,0.472398607,0.258910931,0.5061452820000001,109.272361,-14.59378657,1,0,0.915398535,0.34469710200000003,0.22069284399999997,0.10091038599999999,232983.2514,1.161494617,Comedy/Spoken
1948,0.439915364,0.247542342,0.443624625,107.3752168,-15.51207388,1,0,0.93426515,0.392072308,0.221531852,0.086625268,207500.8137,1.582441113,Vocal
1949,0.44162305,0.244627165,0.42859375,108.87660149999999,-15.610529500000002,1,0,0.907894695,0.293478962,0.21026599999999998,0.10330839999999998,225385.41,3.307,Blues
1950,0.49143290000000006,0.324979145,0.55183425,111.7684885,-13.506982,1,7,0.866723461,0.26204458399999997,0.2127911,0.11818319999999999,222606.0595,2.7035,Blues
1951,0.4597661,0.25026026,0.43176165,109.1837115,-15.948835500000001,1,0,0.9049332959999999,0.306455701,0.2159926,0.10783399999999999,214660.0035,2.799,Blues
1952,0.46265855,0.25158091,0.43688536200000005,107.59112749999998,-16.0553675,1,5,0.8618859179999999,0.277559257,0.22761489999999998,0.1641967,223649.8685,2.9865,Blues
1953,0.43623435899999996,0.265310379,0.42335425600000004,109.01417849999999,-15.55176769,1,0,0.8911394579999999,0.290270225,0.225679231,0.096054205,217921.8221,3.177435897,Blues
1954,0.46662995,0.25936111,0.44645219999999997,108.53223700000001,-15.594470000000001,1,5,0.8679190720000001,0.278372244,0.21994595,0.1159951,222630.23100000003,7.0835,Blues
1955,0.49018335,0.287021395,0.47206955,110.391857,-14.386474,1,0,0.8450710370000001,0.22579144899999998,0.22586435,0.10661965,220256.19600000003,8.8735,Blues
1956,0.48488295,0.306298675,0.5061335,111.81448449999999,-14.130366500000001,1,0,0.82009984,0.234791088,0.1860197,0.06405415,215516.486,15.104000000000001,Blues
1957,0.50743335,0.29674755,0.51425785,112.30812399999999,-14.163186999999999,1,5,0.79008145,0.19233531,0.18274105,0.06572105,241185.707,18.6135,Unknown
1958,0.48158490000000004,0.311422635,0.49531490000000006,112.869024,-14.2781125,1,0,0.777831215,0.186284447,0.2038149,0.0578502,212955.16600000003,18.1555,Vocal
1959,0.48886505,0.31679769,0.48751300000000003,112.506105,-14.324556,1,0,0.77708802,0.17883512699999998,0.1963936,0.07184789999999999,216623.042,19.805,Blues
1960,0.4873433,0.34719967,0.52787905,112.965354,-13.777595499999999,1,5,0.757064973,0.17841129,0.20411595,0.06681045,211600.6325,18.4845,Vocal
1961,0.48920410000000003,0.343305774,0.51821205,112.30638950000001,-14.158903,1,0,0.751735725,0.26017745600000003,0.21087845,0.0622034,230635.9715,18.2335,Blues
1962,0.4992031,0.379657,0.56029685,114.924049,-13.0558565,1,0,0.7130967659999999,0.173527923,0.2068896,0.05817435,210347.9275,20.336,Vocal
1963,0.4863314,0.373388235,0.54989925,114.546598,-13.602048000000002,1,0,0.712598155,0.190613667,0.20351605,0.054633100000000004,200297.1395,24.365,Easy Listening
1964,0.50658625,0.397462465,0.5675485,115.0386355,-13.0205355,1,0,0.6863645620000001,0.155720749,0.22021710000000003,0.06515295,197745.7025,25.1475,Easy Listening
1965,0.5048521,0.44583065299999997,0.5791451,117.6115185,-12.1029475,1,0,0.607825756,0.109639449,0.21337455,0.05822959999999999,192590.198,26.6705,Easy Listening
1966,0.5035685999999999,0.472649405,0.58500235,116.316601,-11.751058500000001,1,9,0.5338556560000001,0.107621696,0.2163386,0.05564505,195723.263,28.06,Easy Listening
1967,0.49844525,0.452212345,0.55796715,117.582517,-11.641657499999999,1,0,0.516564568,0.10304428199999999,0.19169365,0.05105005,201815.848,31.206999999999997,Easy Listening
1968,0.50047985,0.456669245,0.5667658,116.48828799999998,-12.178925999999999,1,0,0.48882821299999996,0.11179651199999999,0.2179106,0.06009780000000001,217330.8715,30.9155,Vocal
1969,0.49049835,0.48958083,0.556460485,116.95652350000002,-12.083148,1,2,0.44372195200000003,0.155996969,0.2086283,0.0561868,243239.2485,32.872,Unknown
1970,0.509339,0.49700465,0.57485125,117.228647,-11.8689105,1,2,0.452994844,0.12521185199999998,0.21636279999999997,0.053002999999999995,242455.391,34.439,Unknown
1971,0.50451935,0.500450855,0.57440365,118.2344645,-12.0631855,1,2,0.4529077,0.12461931,0.21742735,0.061720000000000004,261744.5995,34.664,International
1972,0.5208465,0.5069524000000001,0.597264,119.2493455,-11.7722985,1,2,0.457332818,0.112921811,0.2093138,0.0548739,248024.293,34.7465,Unknown
1973,0.5135514,0.53483924,0.5874993000000001,120.41936299999999,-11.3201835,1,0,0.412536525,0.104506559,0.20650535,0.0575813,256522.1945,36.6775,R&B;
1974,0.52052895,0.521901915,0.5879766,119.827762,-11.746781,1,7,0.437783753,0.11100829599999999,0.22111405,0.05933695,255832.2625,32.1815,Unknown
1975,0.523718,0.534788445,0.5784687,119.095331,-11.407781,1,9,0.415703517,0.105966498,0.22028765,0.0617354,255555.734,34.662,Unknown
1976,0.53280355,0.555976895,0.58459385,121.1474615,-11.066453,1,2,0.362252849,0.119460556,0.2525387,0.06503819999999999,266387.733,35.874,International
1977,0.5372937,0.564516209,0.58805865,122.02712050000001,-11.034756,1,9,0.332094207,0.125854677,0.22402260000000002,0.060623699999999996,258175.421,35.743,Unknown
1978,0.54478325,0.570141965,0.59465825,121.092253,-10.76404,1,9,0.316198631,0.09876766199999999,0.22390429999999997,0.0639651,252205.3435,35.7055,Unknown
1979,0.5618163,0.598865365,0.6112477,122.9454195,-10.8373475,1,9,0.282255005,0.108642484,0.2181085,0.0687692,251801.05,35.798,Unknown
1980,0.5578385,0.60089611,0.6033149,122.6640385,-10.604593,1,0,0.282898615,0.122710305,0.20805325,0.06019580000000001,251271.87600000002,35.7065,Unknown
1981,0.54187025,0.601334018,0.58329185,123.40567649999998,-11.037506500000001,1,9,0.292430356,0.154506944,0.2254533,0.05825155,252524.9085,35.2655,Unknown
1982,0.56573035,0.60003644,0.59246755,121.20201599999999,-10.8133405,1,2,0.28324909800000003,0.09327936699999999,0.20136089999999998,0.06617205,249905.7285,35.725,Unknown
1983,0.54803335,0.614877525,0.57606155,121.27406950000001,-10.992583,1,9,0.277094656,0.142536128,0.2018573,0.0687133,251411.6325,35.911,Unknown
1984,0.5397951999999999,0.60113052,0.566882705,121.9237365,-11.3787775,1,9,0.271246582,0.13741236699999998,0.19596895,0.0611703,251420.918,37.168,Unknown
1985,0.55850035,0.61172402,0.57058735,121.99482450000001,-11.178366,1,9,0.278964298,0.108347851,0.1995335,0.05789069999999999,251831.435,36.5785,Unknown
1986,0.5447083,0.6218376,0.5533414000000001,120.925895,-10.9862495,1,7,0.271672888,0.114289106,0.20997095,0.06586145,253202.991,37.0025,Unknown
1987,0.54301125,0.587712445,0.5424803,120.40654199999999,-11.524219500000001,1,7,0.301076418,0.098808534,0.1996317,0.0583823,249306.277,39.187,Reggae
1988,0.54506375,0.59349891,0.554020605,120.48196599999999,-11.46748,1,7,0.302313665,0.108803259,0.21206585,0.06772325,256161.0145,38.838,R&B;
1989,0.55203085,0.591701695,0.55836595,120.61019750000001,-11.3089415,1,7,0.300095781,0.103721331,0.198774,0.06488795,255036.37399999998,38.6295,R&B;
1990,0.54518535,0.5876501999999999,0.5339335999999999,120.01951399999999,-11.105795500000001,1,7,0.30409253199999997,0.10658542300000001,0.20025610000000002,0.06783639999999999,259626.2145,39.785,R&B;
1991,0.56122825,0.56602222,0.5542273,119.77635500000001,-10.835189,1,7,0.315968343,0.108993929,0.1902512,0.07370745,244292.828,41.21,Reggae
1992,0.56382585,0.589770795,0.5645346,122.56621200000001,-10.454913000000001,1,7,0.306602951,0.09468978800000001,0.2004604,0.0755334,245248.012,42.485,Reggae
1993,0.5744991,0.571926055,0.55845145,119.9397855,-10.773155000000001,1,7,0.29101732199999997,0.114979256,0.19882815,0.07817560000000001,252771.8,42.325,Reggae
1994,0.5593906999999999,0.59062834,0.53697305,118.4363855,-10.080786999999999,1,7,0.288333828,0.107491494,0.19308889999999998,0.07814085,252177.5665,44.3795,Reggae
1995,0.56496445,0.589224815,0.53746685,119.20806999999999,-9.8609345,1,0,0.28495528,0.108765109,0.19991025,0.08232495,249126.044,44.443000000000005,Reggae
1996,0.59172145,0.591787605,0.56428925,117.33193600000001,-9.2795785,1,7,0.285922864,0.08489056099999999,0.20051785,0.0875631,248138.9245,44.4005,Reggae
1997,0.57796695,0.601817345,0.54626405,117.75947450000001,-9.140692,1,7,0.303142846,0.107329712,0.20388905,0.09002819999999999,246396.50600000002,45.1835,Reggae
1998,0.5928674,0.61484337,0.5454227,118.535518,-8.822504499999999,1,7,0.277977635,0.10051360599999999,0.19614045,0.09472489999999999,248837.2385,45.231,Reggae
1999,0.5862456,0.641978199,0.5578091,119.7589625,-8.166139,1,7,0.263356708,0.087613715,0.20873355,0.09936195,245668.599,46.8325,Latin
2000,0.5890394,0.62222284,0.55734955,118.932672,-8.288861500000001,1,7,0.286654303,0.09978976,0.20091825,0.08985415,242958.072,46.3125,Latin
2001,0.58593315,0.638171686,0.5509531,117.9032015,-8.051444,1,7,0.270392167,0.09475379699999999,0.1872397,0.0912574,241011.54,48.6245,Latin
2002,0.57862785,0.65135229,0.5478405,119.56069950000001,-7.517303999999999,1,7,0.275408605,0.08110273700000001,0.19558895,0.0838091,239810.2355,48.202,Latin
2003,0.57663275,0.66617755,0.53494295,121.0065355,-7.3594095,1,7,0.24737943199999998,0.080684691,0.19546715,0.09231585,245057.708,48.4045,Latin
2004,0.5722624,0.66055256,0.53087645,121.676676,-7.3586795,1,7,0.26421029100000004,0.069287271,0.2022549,0.09381965,239908.2885,48.974,Latin
2005,0.5763005999999999,0.659766555,0.53318355,122.11565449999999,-7.2980135,1,7,0.246816743,0.08108178,0.189185735,0.09406585,238882.83800000002,50.3475,Latin
2006,0.56844475,0.657829535,0.5208878,121.81348600000001,-7.1394779999999995,1,7,0.266283979,0.073208889,0.18738655,0.08384885,236364.3485,50.631,Latin
2007,0.56483005,0.6730113,0.51510375,123.4701225,-6.993947500000001,1,7,0.24180436100000002,0.071561766,0.19531585,0.08387599999999999,242951.7495,50.7085,Latin
2008,0.5834104999999999,0.675860892,0.5312543000000001,123.4698405,-6.803835,1,0,0.24111812,0.061075723,0.1985907,0.07707565,239900.875,50.522,Latin
2009,0.56685735,0.680765665,0.511821869,123.65681799999999,-6.8395785,1,0,0.24526934600000003,0.063429006,0.20644795,0.08704805,238880.798,51.36,Latin
2010,0.57781115,0.693696355,0.52581128,123.4369655,-6.6942710000000005,1,0,0.22871228300000002,0.077970515,0.201977,0.08600675,243543.9095,52.7635,Latin
2011,0.55982215,0.6712690659999999,0.479514985,122.3993055,-7.176961500000001,1,0,0.239381757,0.085690283,0.20407379999999997,0.0899024,236586.65600000002,53.184,Latin
2012,0.5716951,0.66981134,0.47465727,122.09983700000001,-6.9997085000000006,1,7,0.23619658600000001,0.069287541,0.1951285,0.08370135,242556.9375,54.34,Latin
2013,0.57887375,0.656467189,0.46724440000000006,120.7844735,-7.1999794999999995,1,1,0.24196859,0.072768731,0.1995335,0.09762169999999999,239570.8225,55.6915,Latin
2014,0.58957415,0.653497022,0.464598955,122.58466899999999,-6.957375999999999,1,0,0.23761402,0.058542843,0.19008370000000002,0.08467125,231953.44600000003,56.9645,Latin
2015,0.5910075610000001,0.633498827,0.443944464,119.6961051,-7.134255307999999,1,0,0.246800921,0.05826166,0.187513154,0.095743397,224708.8441,59.54790264,Latin
2016,0.599976384,0.592877156,0.43076903,119.0703438,-7.9499126460000005,1,0,0.280289704,0.07464638400000001,0.18019796899999999,0.107298222,219400.7638,61.37125444,Latin
2017,0.6122864,0.586738587,0.414465275,116.84027749999998,-8.4226975,1,1,0.289916291,0.098209213,0.19421845,0.11175245,209343.613,64.8615,Country
2018,0.66493,0.59059117,0.44714092,122.004325,-7.253666,1,1,0.271940903,0.035947921,0.17178135,0.1281401,200919.11899999998,67.27600000000001,Country
2019,0.64421535,0.578796113,0.46585562,118.868163,-8.041738,1,1,0.289297545,0.07651759,0.1671606,0.12479870000000001,197733.133,69.6555,Country
2020,0.6730774490000001,0.611914191,0.48275514799999997,121.22870390000001,-7.204023918,1,1,0.247374037,0.039052252999999995,0.177048178,0.143504841,197114.6623,63.11104784,Country
